"61372,70542",PM/EM/001,TITLE,PM Bascharage [Administration de l'Environnement]
"88797,100342",PM/EM/002,TITLE,PM Beaufort Parking [Administration de l'Environnement]
"59483,88478",PM/EM/003,TITLE,PM Beckerich Centre culturel [Administration de l'Environnement]
"96155,88919",PM/EM/004,TITLE,PM Berbuerg [Administration de l'Environnement]
"77264,67190",PM/EM/005,TITLE,PM Berchem [Administration de l'Environnement]
"77059,79487",PM/EM/006,TITLE,PM Bereldange Cactus [Administration de l'Environnement]
"72059,76217",PM/EM/007,TITLE,PM Strassen Follereau [Administration de l'Environnement]
"71478,75174",PM/EM/008,TITLE,PM Bertrange école [Administration de l'Environnement]
"68203,73635",PM/EM/009,TITLE,PM Bertrange Bouferterhaff [Administration de l'Environnement]
"73084,74534",PM/EM/010,TITLE,PM parc Bertrange [Administration de l'Environnement]
"71138,76441",PM/EM/011,TITLE,PM Bertrange Ormilles [Administration de l'Environnement]
"72710,94845",PM/EM/012,TITLE,PM Bissen Parking [Administration de l'Environnement]
"73019,94144",PM/EM/013,TITLE,PM Bissen Roost [Administration de l'Environnement]
"69236,93065",PM/EM/014,TITLE,PM Boevange/Attert Letschert [Administration de l'Environnement]
"105116,91896",PM/EM/015,TITLE,PM Born/Sure [Administration de l'Environnement]
"77939,108559",PM/EM/016,TITLE,PM Brandenbourg [Administration de l'Environnement]
"74968,79098",PM/EM/017,TITLE,PM Biergerkraeiz [Administration de l'Environnement]
"91135,61284",PM/EM/018,TITLE,PM Burmerange parking [Administration de l'Environnement]
"59266,73571",PM/EM/019,TITLE,PM Clemency [Administration de l'Environnement]
"55167,91876",PM/EM/020,TITLE,PM Colpach [Administration de l'Environnement]
"92348,93900",PM/EM/021,TITLE,PM Consdorf parking [Administration de l'Environnement]
"84288,72292",PM/EM/022,TITLE,PM Contern place mairie [Administration de l'Environnement]
"77364,96251",PM/EM/023,TITLE,PM Cruchten [Administration de l'Environnement]
"63452,94555",PM/EM/024,TITLE,PM Platen um Steen [Administration de l'Environnement]
"63945,73860",PM/EM/025,TITLE,PM Dahlem parking école [Administration de l'Environnement]
"86403,67571",PM/EM/026,TITLE,PM Dalheim centre [Administration de l'Environnement]
"59572,120165",PM/EM/027,TITLE,PM Derenbach CR329 [Administration de l'Environnement]
"79300,103479",PM/EM/028,TITLE,PM Diekirch mairie [Administration de l'Environnement]
"79230,103764",PM/EM/029,TITLE,PM Diekirch Aveugle [Administration de l'Environnement]
"59844,65540",PM/EM/030,TITLE,PM Differdange parc [Administration de l'Environnement]
"61200,64997",PM/EM/031,TITLE,PM Differdange Fousbann [Administration de l'Environnement]
"60557,64412",PM/EM/032,TITLE,PM Differdange Rattem [Administration de l'Environnement]
"66192,72222",PM/EM/033,TITLE,PM Dippach [Administration de l'Environnement]
"56740,115694",PM/EM/034,TITLE,PM Doncols Bohey [Administration de l'Environnement]
"70005,84044",PM/EM/035,TITLE,PM Dondelange [Administration de l'Environnement]
"69127,85168",PM/EM/036,TITLE,PM Bour [Administration de l'Environnement]
"74204,60975",PM/EM/037,TITLE,PM Dudelange Centre [Administration de l'Environnement]
"73947,60428",PM/EM/038,TITLE,PM Dudelange Hotel de ville [Administration de l'Environnement]
"74126,59559",PM/EM/039,TITLE,PM Dudelange hopital [Administration de l'Environnement]
"73496,61002",PM/EM/040,TITLE,PM Dudelange rue Kayl/vallée [Administration de l'Environnement]
"97536,97533",PM/EM/041,TITLE,PM Echternach Trooskneppchen [Administration de l'Environnement]
"95761,74180",PM/EM/042,TITLE,PM Ehnen [Administration de l'Environnement]
"74961,101844",PM/EM/043,TITLE,PM Ettelbruck Salentiny [Administration de l'Environnement]
"90519,63911",PM/EM/044,TITLE,PM Elvange (Mondorf) [Administration de l'Environnement]
"76070,103092",PM/EM/045,TITLE,PM Erpeldange école [Administration de l'Environnement]
"66124,62002",PM/EM/046,TITLE,PM Esch/Alzette place résistance [Administration de l'Environnement]
"66296,63544",PM/EM/047,TITLE,PM Esch/Alzette Nonnewisen [Administration de l'Environnement]
"65527,63911",PM/EM/048,TITLE,PM Esch/Alzette Kieffer [Administration de l'Environnement]
"66111,61177",PM/EM/049,TITLE,PM Esch/Alzette rue des sports [Administration de l'Environnement]
"66683,62706",PM/EM/050,TITLE,PM Esch/Alzette Lycee des garçons [Administration de l'Environnement]
"64118,62850",PM/EM/051,TITLE,PM Esch/Alzette Rock'n Roll [Administration de l'Environnement]
"75037,101269",PM/EM/052,TITLE,PM Ettelbruck due du Canal [Administration de l'Environnement]
"71318,102030",PM/EM/053,TITLE,PM Niederfeulen [Administration de l'Environnement]
"92886,80882",PM/EM/054,TITLE,PM Flaxweiler [Administration de l'Environnement]
"68655,65504",PM/EM/055,TITLE,PM Foetz [Administration de l'Environnement]
"78411,63600",PM/EM/056,TITLE,PM Hellange [Administration de l'Environnement]
"64003,75728",PM/EM/057,TITLE,PM Garnich [Administration de l'Environnement]
"81762,103714",PM/EM/058,TITLE,PM Gilsdorf [Administration de l'Environnement]
"85046,84073",PM/EM/059,TITLE,PM Gonderange [Administration de l'Environnement]
"99937,83203",PM/EM/060,TITLE,PM Grevenmacher [Administration de l'Environnement]
"64810,99597",PM/EM/061,TITLE,PM Grosbous [Administration de l'Environnement]
"88144,98395",PM/EM/062,TITLE,PM Haller [Administration de l'Environnement]
"60539,123463",PM/EM/063,TITLE,PM Hamiville [Administration de l'Environnement]
"61783,85223",PM/EM/064,TITLE,PM Kreuzerdruch [Administration de l'Environnement]
"66866,75850",PM/EM/065,TITLE,PM Holzem [Administration de l'Environnement]
"69215,136540",PM/EM/066,TITLE,PM Huldange [Administration de l'Environnement]
"59375,107378",PM/EM/067,TITLE,PM Insenborn [Administration de l'Environnement]
"80119,72530",PM/EM/068,TITLE,PM Itzig Centre [Administration de l'Environnement]
"85917,85880",PM/EM/069,TITLE,PM Junglinster rue Thewes [Administration de l'Environnement]
"86684,86724",PM/EM/070,TITLE,PM Junglinster an der Dellt [Administration de l'Environnement]
"71162,60956",PM/EM/071,TITLE,PM Kayl Kahleberg [Administration de l'Environnement]
"61410,79352",PM/EM/072,TITLE,PM Kleinbettingen [Administration de l'Environnement]
"65406,119954",PM/EM/073,TITLE,PM Knaphoscheid [Administration de l'Environnement]
"56131,65837",PM/EM/074,TITLE,PM Lasauvage Musée [Administration de l'Environnement]
"66185,126164",PM/EM/075,TITLE,PM Lentzweiler [Administration de l'Environnement]
"72167,70309",PM/EM/076,TITLE,PM Leudelange rue Eich [Administration de l'Environnement]
"66792,69459",PM/EM/077,TITLE,PM Limpach [Administration de l'Environnement]
"77019,87457",PM/EM/078,TITLE,PM Lintgen école [Administration de l'Environnement]
"74603,109825",PM/EM/079,TITLE,PM Lipperscheid [Administration de l'Environnement]
"78401,73506",PM/EM/080,TITLE,PM Luxembourg Demy Schlechter école [Administration de l'Environnement]
"77647,74879",PM/EM/081,TITLE,PM Luxembourg Münster [Administration de l'Environnement]
"75683,76447",PM/EM/082,TITLE,PM Luembourg Tony Neuman [Administration de l'Environnement]
"78061,74215",PM/EM/083,TITLE,PM Luxembourg Pierre Hentges [Administration de l'Environnement]
"77682,74510",PM/EM/084,TITLE,PM Luxembourg Avranches [Administration de l'Environnement]
"80007,77014",PM/EM/085,TITLE,PM Luxembourg Louise Michel [Administration de l'Environnement]
"75472,72964",PM/EM/086,TITLE,PM Luxembourg Cessange [Administration de l'Environnement]
"76167,72106",PM/EM/087,TITLE,PM Luxembourg Guillaume Kroll [Administration de l'Environnement]
"76252,71879",PM/EM/088,TITLE,PM Luxembourg Henri Schnadt [Administration de l'Environnement]
"77906,77860",PM/EM/089,TITLE,PM Luxembourg Mongenast Servais [Administration de l'Environnement]
"77118,75663",PM/EM/090,TITLE,PM Luxembourg Pescatore [Administration de l'Environnement]
"77486,73901",PM/EM/091,TITLE,PM Luxembourg Gare Centrale [Administration de l'Environnement]
"76636,75748",PM/EM/092,TITLE,PM Luxembourg Faiencerie [Administration de l'Environnement]
"77352,75256",PM/EM/093,TITLE,PM Luxembourg Grand Rue [Administration de l'Environnement]
"79673,75858",PM/EM/094,TITLE,PM Luxembourg Kauffman école [Administration de l'Environnement]
"76084,74073",PM/EM/095,TITLE,PM Luxembourg Pierre Dupont [Administration de l'Environnement]
"76835,73638",PM/EM/096,TITLE,PM Luxembourg Acierie [Administration de l'Environnement]
"78012,72208",PM/EM/097,TITLE,PM Howald école [Administration de l'Environnement]
"80164,77507",PM/EM/098,TITLE,PM Luxembourg Weicker [Administration de l'Environnement]
"79857,77585",PM/EM/099,TITLE,PM Luxembourg Konrad Adenauer [Administration de l'Environnement]
"74681,74213",PM/EM/100,TITLE,PM Luxembourg rue de Merl [Administration de l'Environnement]
"78220,76071",PM/EM/101,TITLE,PM Luxembourg place de l'Europe [Administration de l'Environnement]
"77341,74341",PM/EM/102,TITLE,PM Luxembourg Place de Paris [Administration de l'Environnement]
"77175,74518",PM/EM/103,TITLE,PM Luxembourg Rousegaertchen [Administration de l'Environnement]
"76976,76610",PM/EM/104,TITLE,PM Luxembourg Wilmard [Administration de l'Environnement]
"78177,75531",PM/EM/105,TITLE,PM Luxembourg Cunégonde [Administration de l'Environnement]
"77800,76598",PM/EM/106,TITLE,PM Luxembourg Francois Baclesse [Administration de l'Environnement]
"67077,78896",PM/EM/107,TITLE,PM Mamer Risch [Administration de l'Environnement]
"69575,76823",PM/EM/108,TITLE,PM Mamer centre mairie [Administration de l'Environnement]
"98457,85724",PM/EM/109,TITLE,PM Manternach centre [Administration de l'Environnement]
"76338,90559",PM/EM/110,TITLE,PM Mersch Lohrbierg [Administration de l'Environnement]
"75277,90459",PM/EM/111,TITLE,PM Mersch Square Princesse Marie-Astrid [Administration de l'Environnement]
"68211,99841",PM/EM/112,TITLE,PM Mertzig Pompjeesbau [Administration de l'Environnement]
"84955,103679",PM/EM/113,TITLE,PM Moesdorf [Administration de l'Environnement]
"88161,63228",PM/EM/114,TITLE,PM Mondorf Parking [Administration de l'Environnement]
"84635,78191",PM/EM/115,TITLE,PM Senningen Rond point cargocenter Luxair [Administration de l'Environnement]
"87410,78811",PM/EM/116,TITLE,PM Munsbach Lipmann [Administration de l'Environnement]
"56511,119557",PM/EM/117,TITLE,PM Niederwampach [Administration de l'Environnement]
"68682,82021",PM/EM/118,TITLE,PM Nospelt Centre [Administration de l'Environnement]
"56393,88504",PM/EM/119,TITLE,PM Oberpallen [Administration de l'Environnement]
"58949,69141",PM/EM/120,TITLE,PM Pétange Centre mairie [Administration de l'Environnement]
"57582,69164",PM/EM/121,TITLE,PM Pétange stade [Administration de l'Environnement]
"63501,96751",PM/EM/122,TITLE,PM Pratz [Administration de l'Environnement]
"59627,101918",PM/EM/123,TITLE,PM Heispelt [Administration de l'Environnement]
"62622,93212",PM/EM/124,TITLE,PM Reichlange [Administration de l'Environnement]
"64659,95959",PM/EM/125,TITLE,PM Reimberg [Administration de l'Environnement]
"86955,103622",PM/EM/126,TITLE,PM Reisdorf Centre [Administration de l'Environnement]
"93240,61556",PM/EM/127,TITLE,PM Remerchen [Administration de l'Environnement]
"94482,67804",PM/EM/128,TITLE,PM Remich Enz parking [Administration de l'Environnement]
"95117,68845",PM/EM/129,TITLE,PM Remich rue des bois [Administration de l'Environnement]
"56439,67372",PM/EM/130,TITLE,PM Rodange Amalbergue [Administration de l'Environnement]
"88742,83596",PM/EM/131,TITLE,PM Rodenbourg [Administration de l'Environnement]
"73674,124419",PM/EM/132,TITLE,PM Roder [Administration de l'Environnement]
"70018,58465",PM/EM/133,TITLE,PM Rumelange Centre [Administration de l'Environnement]
"66883,88010",PM/EM/134,TITLE,PM Saeul [Administration de l'Environnement]
"83540,75673",PM/EM/135,TITLE,PM Sandweiler Centre [Administration de l'Environnement]
"62667,68502",PM/EM/136,TITLE,PM Sanem Centre [Administration de l'Environnement]
"68431,63130",PM/EM/137,TITLE,PM Schiflange rue de la forêt [Administration de l'Environnement]
"68864,63430",PM/EM/138,TITLE,PM Schifflange Kiosque [Administration de l'Environnement]
"74405,87087",PM/EM/139,TITLE,PM Schoenfels [Administration de l'Environnement]
"64855,71907",PM/EM/140,TITLE,PM Schuweiler église [Administration de l'Environnement]
"84415,79769",PM/EM/309,TITLE,PM Senningerberg [Administration de l'Environnement]
"65358,85033",PM/EM/142,TITLE,PM Septfontaines [Administration de l'Environnement]
"63229,65312",PM/EM/143,TITLE,PM Soleuvre Knapp Parking [Administration de l'Environnement]
"81110,99138",PM/EM/144,TITLE,PM Stegen terrain [Administration de l'Environnement]
"73673,79699",PM/EM/145,TITLE,PM Bridel Werkollier [Administration de l'Environnement]
